frequency,time
452.197265625,7.418940580971724
53.8330078125,7.465600584625634
269.1650390625,7.465600584625634
559.86328125,7.465600584625634
893.6279296875,7.465600584625634
43.06640625,7.512260588279545
419.8974609375,7.512260588279545
710.595703125,7.512260588279545
21.533203125,7.558920591933455
107.666015625,7.558920591933455
344.53125,7.558920591933455
430.6640625,7.558920591933455
53.8330078125,7.605580595587365
107.666015625,7.605580595587365
279.931640625,7.605580595587365
96.8994140625,7.652240599241275
107.666015625,7.652240599241275
1012.060546875,7.652240599241275
96.8994140625,7.698900602895185
107.666015625,7.698900602895185
43.06640625,7.745560606549096
172.265625,7.745560606549096
32.2998046875,7.792220610203006
64.599609375,7.838880613856916
236.865234375,7.838880613856916
441.4306640625,7.838880613856916
21.533203125,7.885540617510826
269.1650390625,7.885540617510826
710.595703125,7.885540617510826
43.06640625,7.9322006211647365
107.666015625,7.9322006211647365
53.8330078125,7.978860624818647
570.6298828125,7.978860624818647
75.3662109375,8.025520628472558
150.732421875,8.025520628472558
269.1650390625,8.025520628472558
430.6640625,8.025520628472558
96.8994140625,8.072180632126468
150.732421875,8.072180632126468
96.8994140625,8.118840635780378
107.666015625,8.118840635780378
419.8974609375,8.118840635780378
150.732421875,8.165500639434288
226.0986328125,8.165500639434288
570.6298828125,8.165500639434288
96.8994140625,8.212160643088199
107.666015625,8.212160643088199
419.8974609375,8.212160643088199
829.0283203125,8.212160643088199
96.8994140625,8.258820646742109
107.666015625,8.258820646742109
279.931640625,8.258820646742109
430.6640625,8.258820646742109
96.8994140625,8.305480650396019
376.8310546875,8.305480650396019
570.6298828125,8.305480650396019
1152.0263671875,8.305480650396019
43.06640625,8.35214065404993
107.666015625,8.35214065404993
570.6298828125,8.35214065404993
96.8994140625,8.39880065770384
107.666015625,8.39880065770384
32.2998046875,8.44546066135775
32.2998046875,8.49212066501166
107.666015625,8.49212066501166
64.599609375,8.53878066866557
710.595703125,8.53878066866557
64.599609375,8.58544067231948
86.1328125,8.63210067597339
172.265625,8.63210067597339
409.130859375,8.63210067597339
43.06640625,8.6787606796273
64.599609375,8.725420683281211
139.9658203125,8.725420683281211
419.8974609375,8.725420683281211
430.6640625,8.725420683281211
183.0322265625,8.772080686935121
279.931640625,8.772080686935121
204.5654296875,8.818740690589031
215.33203125,8.818740690589031
161.4990234375,8.865400694242942
322.998046875,8.865400694242942
161.4990234375,8.912060697896852
312.2314453125,8.912060697896852
118.4326171875,8.958720701550762
258.3984375,8.958720701550762
96.8994140625,9.005380705204672
107.666015625,9.005380705204672
64.599609375,9.052040708858582
32.2998046875,9.098700712512493
290.6982421875,9.098700712512493
96.8994140625,9.145360716166403
53.8330078125,9.192020719820313
32.2998046875,9.238680723474223
43.06640625,9.285340727128133
139.9658203125,9.285340727128133
32.2998046875,9.332000730782044
64.599609375,9.378660734435954
43.06640625,9.425320738089864
53.8330078125,9.471980741743774
43.06640625,9.518640745397684
107.666015625,9.518640745397684
64.599609375,9.565300749051595
107.666015625,9.565300749051595
86.1328125,9.611960752705505
139.9658203125,9.611960752705505
322.998046875,9.611960752705505
570.6298828125,9.611960752705505
53.8330078125,9.658620756359415
139.9658203125,9.658620756359415
64.599609375,9.705280760013325
21.533203125,9.751940763667236
32.2998046875,9.798600767321146
